pick_no,round,scoring_type,qb_need,rb_need,wr_need,te_need,k_need,dst_need,flex_need,other_qb_need,other_rb_need,other_wr_need,other_te_need,other_k_need,other_dst_need,other_flex_need,qb_available,rb_available,wr_available,te_available,k_available,dst_available,flex_available,qb_vor,rb_vor,wr_vor,te_vor,k_vor,flex_vor,position_drafted,draft_id
13,2,0.0,1,2,1,1,1,1,2,9,15,10,9,9,9,18,22,45,63,32,17,32,140,69.0,154.0,89.0,68.0,17.0,154.0,WR,1225537361266360320
14,2,0.0,1,1,2,1,1,1,2,9,16,8,9,9,9,18,22,45,62,32,17,32,139,69.0,154.0,89.0,68.0,17.0,154.0,RB,1225537361266360320
15,2,0.0,1,1,2,1,1,1,2,9,15,8,9,9,9,18,22,44,62,32,17,32,138,69.0,127.0,89.0,68.0,17.0,127.0,WR,1225537361266360320
16,2,0.0,1,2,1,1,1,1,2,9,14,8,9,9,9,18,22,44,61,32,17,32,137,69.0,127.0,89.0,68.0,17.0,127.0,TE,1225537361266360320
17,2,0.0,1,2,1,1,1,1,2,9,14,8,8,9,9,18,22,44,61,31,17,32,136,69.0,127.0,89.0,68.0,17.0,127.0,WR,1225537361266360320
18,2,0.0,1,1,2,1,1,1,2,9,15,6,8,9,9,18,22,44,60,31,17,32,135,69.0,127.0,89.0,68.0,17.0,127.0,RB,1225537361266360320
19,2,0.0,1,2,1,1,1,1,2,9,13,7,8,9,9,18,22,43,60,31,17,32,134,69.0,127.0,89.0,68.0,17.0,127.0,TE,1225537361266360320
20,2,0.0,1,2,1,1,1,1,2,9,13,7,7,9,9,18,22,43,60,30,17,32,133,69.0,127.0,89.0,67.0,17.0,127.0,WR,1225537361266360320
21,3,0.0,1,2,0,1,1,1,2,9,13,7,7,9,9,18,22,43,59,30,17,32,132,69.0,127.0,81.0,67.0,17.0,127.0,WR,1225537361266360320
22,3,0.0,1,2,1,0,1,1,2,9,13,6,8,9,9,17,22,43,58,30,17,32,131,69.0,127.0,81.0,67.0,17.0,127.0,RB,1225537361266360320
23,3,0.0,1,0,2,1,1,1,2,9,14,5,7,9,9,17,22,42,58,30,17,32,130,69.0,127.0,81.0,67.0,17.0,127.0,RB,1225537361266360320
24,3,0.0,1,2,0,1,1,1,2,9,12,7,7,9,9,16,22,41,58,30,17,32,129,69.0,127.0,81.0,67.0,17.0,127.0,WR,1225537361266360320
25,3,0.0,1,2,1,0,1,1,2,9,12,6,8,9,9,15,22,41,57,30,17,32,128,69.0,127.0,81.0,67.0,17.0,127.0,WR,1225537361266360320
26,3,0.0,1,1,1,1,1,1,2,9,13,5,7,9,9,15,22,41,56,30,17,32,127,69.0,127.0,81.0,67.0,17.0,127.0,RB,1225537361266360320
27,3,0.0,1,0,2,1,1,1,2,9,13,4,7,9,9,15,22,40,56,30,17,32,126,69.0,127.0,81.0,67.0,17.0,127.0,QB,1225537361266360320
28,3,0.0,1,2,0,1,1,1,2,8,11,6,7,9,9,15,21,40,56,30,17,32,126,69.0,127.0,81.0,67.0,17.0,127.0,QB,1225537361266360320
29,3,0.0,1,2,0,1,1,1,2,7,11,6,7,9,9,15,20,40,56,30,17,32,126,69.0,127.0,81.0,67.0,17.0,127.0,RB,1225537361266360320
30,3,0.0,1,2,0,1,1,1,2,7,10,6,7,9,9,15,20,39,56,30,17,32,125,69.0,127.0,81.0,67.0,17.0,127.0,RB,1225537361266360320
31,4,0.0,1,1,0,1,1,1,2,7,10,6,7,9,9,15,20,38,56,30,17,32,124,69.0,124.0,81.0,67.0,17.0,124.0,WR,1225537361266360320
32,4,0.0,1,1,0,1,1,1,2,7,10,6,7,9,9,14,20,38,55,30,17,32,123,69.0,124.0,81.0,67.0,17.0,124.0,WR,1225537361266360320
33,4,0.0,0,2,0,1,1,1,2,8,9,6,7,9,9,13,20,38,54,30,17,32,122,69.0,124.0,63.0,67.0,17.0,124.0,RB,1225537361266360320
34,4,0.0,0,0,2,1,1,1,2,8,10,4,7,9,9,13,20,37,54,30,17,32,121,69.0,109.0,63.0,67.0,17.0,109.0,WR,1225537361266360320
35,4,0.0,1,0,1,1,1,1,2,7,10,4,7,9,9,13,20,37,54,30,17,32,121,69.0,109.0,63.0,67.0,17.0,109.0,RB,1225537361266360320
36,4,0.0,1,2,0,0,1,1,2,7,8,5,8,9,9,12,20,36,54,30,17,32,120,69.0,109.0,63.0,67.0,17.0,109.0,QB,1225537361266360320
37,4,0.0,1,2,0,1,1,1,1,6,8,5,7,9,9,13,19,36,54,30,17,32,120,68.0,109.0,63.0,67.0,17.0,109.0,WR,1225537361266360320
38,4,0.0,1,0,2,1,1,1,1,6,10,3,7,9,9,12,19,36,54,30,17,32,120,68.0,109.0,63.0,67.0,17.0,109.0,RB,1225537361266360320
39,4,0.0,1,1,1,0,1,1,2,6,9,4,8,9,9,10,19,35,54,30,17,32,119,68.0,99.0,63.0,67.0,17.0,99.0,QB,1225537361266360320
40,4,0.0,1,2,0,1,1,1,1,5,8,5,7,9,9,11,18,35,54,30,17,32,119,52.0,99.0,63.0,67.0,17.0,99.0,TE,1225537361266360320
41,5,0.0,1,2,0,0,1,1,1,5,8,5,7,9,9,11,18,35,54,29,17,32,118,52.0,99.0,63.0,67.0,17.0,99.0,RB,1225537361266360320
42,5,0.0,0,1,1,0,1,1,2,6,8,4,7,9,9,10,18,35,54,29,17,32,118,52.0,99.0,63.0,67.0,17.0,99.0,RB,1225537361266360320
43,5,0.0,1,0,2,1,1,1,0,5,8,3,6,9,9,12,18,34,54,29,17,32,117,52.0,96.0,63.0,67.0,17.0,96.0,WR,1225537361266360320
44,5,0.0,1,2,0,1,1,1,0,5,6,4,6,9,9,12,18,34,53,29,17,32,116,52.0,96.0,63.0,67.0,17.0,96.0,WR,1225537361266360320
45,5,0.0,0,2,0,0,1,1,2,6,6,4,7,9,9,10,18,34,52,29,17,32,115,52.0,96.0,63.0,67.0,17.0,96.0,WR,1225537361266360320
46,5,0.0,1,0,1,1,1,1,1,5,8,3,6,9,9,10,18,34,51,29,17,32,114,52.0,96.0,63.0,67.0,17.0,96.0,QB,1225537361266360320
47,5,0.0,0,0,1,1,1,1,2,5,8,3,6,9,9,9,17,34,51,29,17,32,114,25.0,96.0,63.0,67.0,17.0,96.0,WR,1225537361266360320
48,5,0.0,0,1,0,1,1,1,2,5,7,3,6,9,9,9,17,34,51,29,17,32,114,25.0,96.0,63.0,67.0,17.0,96.0,WR,1225537361266360320
49,5,0.0,1,1,0,1,1,1,1,4,7,3,6,9,9,9,17,34,50,29,17,32,113,25.0,96.0,63.0,67.0,17.0,96.0,WR,1225537361266360320
50,5,0.0,1,1,0,1,1,1,1,4,7,3,6,9,9,8,17,34,49,29,17,32,112,25.0,96.0,63.0,67.0,17.0,96.0,WR,1225537361266360320
51,6,0.0,1,1,0,1,1,1,0,4,7,3,6,9,9,8,17,34,48,29,17,32,111,25.0,96.0,63.0,67.0,17.0,96.0,RB,1225537361266360320
52,6,0.0,1,1,0,1,1,1,0,4,6,3,6,9,9,8,17,33,48,29,17,32,110,25.0,96.0,63.0,67.0,17.0,96.0,RB,1225537361266360320
53,6,0.0,0,1,0,1,1,1,1,5,5,3,6,9,9,7,17,32,48,29,17,32,109,25.0,96.0,63.0,67.0,17.0,96.0,WR,1225537361266360320
54,6,0.0,0,0,0,1,1,1,2,5,6,3,6,9,9,5,17,32,47,29,17,32,108,25.0,96.0,63.0,67.0,17.0,96.0,RB,1225537361266360320
55,6,0.0,0,0,1,1,1,1,1,5,6,2,6,9,9,5,17,31,47,29,17,32,107,25.0,96.0,63.0,67.0,17.0,96.0,RB,1225537361266360320
56,6,0.0,0,2,0,0,1,1,1,5,4,3,7,9,9,4,17,30,47,29,17,32,106,25.0,76.0,63.0,67.0,17.0,76.0,WR,1225537361266360320
57,6,0.0,1,2,0,1,1,1,0,4,4,3,6,9,9,4,17,30,46,29,17,32,105,25.0,76.0,63.0,67.0,17.0,76.0,WR,1225537361266360320
58,6,0.0,1,0,1,1,1,1,0,4,6,2,6,9,9,4,17,30,45,29,17,32,104,25.0,76.0,63.0,67.0,17.0,76.0,WR,1225537361266360320
59,6,0.0,0,0,1,0,1,1,2,5,6,1,7,9,9,2,17,30,44,29,17,32,103,25.0,76.0,63.0,67.0,17.0,76.0,RB,1225537361266360320
60,6,0.0,1,1,0,0,1,1,1,4,5,2,7,9,9,2,17,29,44,29,17,32,102,25.0,72.0,63.0,67.0,17.0,72.0,QB,1225537361266360320
61,7,0.0,0,1,0,0,1,1,1,4,5,2,7,9,9,2,16,29,44,29,17,32,102,25.0,72.0,63.0,67.0,17.0,72.0,RB,1225537361266360320
62,7,0.0,0,0,1,0,1,1,1,4,5,1,7,9,9,2,16,29,44,29,17,32,102,25.0,72.0,63.0,67.0,17.0,72.0,RB,1225537361266360320
63,7,0.0,1,0,0,1,1,1,0,3,5,2,6,9,9,2,16,28,44,29,17,32,101,25.0,72.0,63.0,67.0,17.0,72.0,RB,1225537361266360320
64,7,0.0,1,2,0,1,1,1,0,3,3,2,6,9,9,2,16,27,44,29,17,32,100,25.0,65.0,63.0,67.0,17.0,67.0,QB,1225537361266360320
65,7,0.0,0,2,0,0,1,1,0,3,3,2,7,9,9,2,15,27,44,29,17,32,100,10.0,65.0,63.0,67.0,17.0,67.0,RB,1225537361266360320
66,7,0.0,0,0,1,1,1,1,0,3,4,1,6,9,9,2,15,26,44,29,17,32,99,10.0,65.0,63.0,67.0,17.0,67.0,TE,1225537361266360320
67,7,0.0,0,0,0,1,1,1,1,3,4,2,5,9,9,1,15,26,44,28,17,32,98,10.0,65.0,63.0,46.0,17.0,65.0,WR,1225537361266360320
68,7,0.0,0,1,0,1,1,1,0,3,3,2,5,9,9,1,15,26,43,28,17,32,97,10.0,65.0,63.0,46.0,17.0,65.0,WR,1225537361266360320
69,7,0.0,1,0,0,1,1,1,0,2,4,2,5,9,9,1,15,26,42,28,17,32,96,10.0,65.0,50.0,46.0,17.0,65.0,TE,1225537361266360320
70,7,0.0,1,0,0,1,1,1,0,2,4,2,4,9,9,1,15,26,42,27,17,32,95,10.0,65.0,50.0,36.0,17.0,65.0,RB,1225537361266360320
71,8,0.0,1,0,0,1,1,1,0,2,4,2,4,9,9,1,15,25,42,27,17,32,94,10.0,65.0,50.0,36.0,17.0,65.0,WR,1225537361266360320
72,8,0.0,1,0,0,0,1,1,0,2,4,2,5,9,9,1,15,25,41,27,17,32,93,10.0,65.0,50.0,36.0,17.0,65.0,QB,1225537361266360320
73,8,0.0,0,1,0,1,1,1,0,2,3,2,4,9,9,1,14,25,41,27,17,32,93,10.0,65.0,50.0,36.0,17.0,65.0,WR,1225537361266360320
74,8,0.0,0,0,0,1,1,1,0,2,4,2,4,9,9,1,14,25,40,27,17,32,92,10.0,65.0,50.0,36.0,17.0,65.0,RB,1225537361266360320
75,8,0.0,0,0,1,0,1,1,0,2,4,1,5,9,9,1,14,24,40,27,17,32,91,10.0,65.0,50.0,36.0,17.0,65.0,WR,1225537361266360320
76,8,0.0,0,1,0,0,1,1,0,2,3,1,5,9,9,1,14,24,39,27,17,32,90,10.0,65.0,50.0,36.0,17.0,65.0,RB,1225537361266360320
77,8,0.0,0,2,0,1,1,1,0,2,1,1,4,9,9,1,14,23,39,27,17,32,89,10.0,51.0,50.0,36.0,17.0,51.0,RB,1225537361266360320
78,8,0.0,1,0,0,1,1,1,0,1,2,1,4,9,9,1,14,22,39,27,17,32,88,10.0,51.0,50.0,36.0,17.0,51.0,TE,1225537361266360320
79,8,0.0,0,0,1,0,1,1,0,2,2,0,4,9,9,1,14,22,39,26,17,32,87,10.0,51.0,50.0,36.0,17.0,51.0,WR,1225537361266360320
80,8,0.0,0,0,0,0,1,1,1,2,2,0,4,9,9,0,14,22,38,26,17,32,86,10.0,51.0,50.0,36.0,17.0,51.0,RB,1225537361266360320
81,9,0.0,0,0,0,0,1,1,0,2,2,0,4,9,9,0,14,22,38,26,17,32,86,10.0,51.0,50.0,36.0,17.0,51.0,WR,1225537361266360320
82,9,0.0,0,0,0,0,1,1,0,2,2,0,4,9,9,0,14,22,37,26,17,32,85,10.0,51.0,44.0,36.0,17.0,51.0,WR,1225537361266360320
83,9,0.0,1,0,0,0,1,1,0,1,2,0,4,9,9,0,14,22,36,26,17,32,84,10.0,51.0,44.0,36.0,17.0,51.0,QB,1225537361266360320
84,9,0.0,0,1,0,1,1,1,0,1,1,0,3,9,9,0,13,22,36,26,17,32,84,10.0,51.0,44.0,36.0,17.0,51.0,TE,1225537361266360320
85,9,0.0,0,0,0,0,1,1,0,1,2,0,3,9,9,0,13,22,36,25,17,32,83,10.0,51.0,44.0,36.0,17.0,51.0,WR,1225537361266360320
86,9,0.0,0,0,0,0,1,1,0,1,2,0,3,9,9,0,13,22,35,25,17,32,82,10.0,51.0,44.0,36.0,17.0,51.0,WR,1225537361266360320
87,9,0.0,0,0,0,1,1,1,0,1,2,0,2,9,9,0,13,22,34,25,17,32,81,10.0,51.0,44.0,36.0,17.0,51.0,RB,1225537361266360320
88,9,0.0,0,1,0,1,1,1,0,1,1,0,2,9,9,0,13,21,34,25,17,32,80,10.0,51.0,44.0,36.0,17.0,51.0,TE,1225537361266360320
89,9,0.0,0,0,0,0,1,1,0,1,2,0,2,9,9,0,13,21,34,24,17,32,79,10.0,51.0,44.0,36.0,17.0,51.0,RB,1225537361266360320
90,9,0.0,1,0,0,1,1,1,0,0,2,0,1,9,9,0,13,20,34,24,17,32,78,10.0,51.0,44.0,36.0,17.0,51.0,QB,1225537361266360320
91,10,0.0,0,0,0,1,1,1,0,0,2,0,1,9,9,0,12,20,34,24,17,32,78,10.0,51.0,44.0,36.0,17.0,51.0,TE,1225537361266360320
92,10,0.0,0,0,0,0,1,1,0,0,2,0,1,9,9,0,12,20,34,23,17,32,77,10.0,51.0,44.0,28.0,17.0,51.0,WR,1225537361266360320
93,10,0.0,0,1,0,0,1,1,0,0,1,0,1,9,9,0,12,20,33,23,17,32,76,10.0,51.0,44.0,28.0,17.0,51.0,RB,1225537361266360320
94,10,0.0,0,0,0,1,1,1,0,0,1,0,0,9,9,0,12,20,33,23,17,32,76,10.0,51.0,44.0,28.0,17.0,51.0,TE,1225537361266360320
95,10,0.0,0,0,0,0,1,1,0,0,1,0,0,9,9,0,12,20,33,22,17,32,75,10.0,51.0,44.0,22.0,17.0,51.0,WR,1225537361266360320
96,10,0.0,0,0,0,0,1,1,0,0,1,0,0,9,9,0,12,20,32,22,17,32,74,10.0,51.0,44.0,22.0,17.0,51.0,RB,1225537361266360320
97,10,0.0,0,1,0,0,1,1,0,0,0,0,0,9,9,0,12,19,32,22,17,32,73,10.0,51.0,44.0,22.0,17.0,51.0,RB,1225537361266360320
98,10,0.0,0,0,0,0,1,1,0,0,0,0,0,9,9,0,12,18,32,22,17,32,72,10.0,51.0,44.0,22.0,17.0,51.0,WR,1225537361266360320
99,10,0.0,0,0,0,0,1,1,0,0,0,0,0,9,9,0,12,18,32,22,17,32,72,10.0,51.0,44.0,22.0,17.0,51.0,WR,1225537361266360320
100,10,0.0,0,0,0,0,1,1,0,0,0,0,0,9,9,0,12,18,31,22,17,32,71,10.0,51.0,44.0,22.0,17.0,51.0,QB,1225537361266360320
101,11,0.0,0,0,0,0,1,1,0,0,0,0,0,9,9,0,11,18,31,22,17,32,71,3.0,51.0,44.0,22.0,17.0,51.0,TE,1225537361266360320
102,11,0.0,0,0,0,0,1,1,0,0,0,0,0,9,9,0,11,18,31,21,17,32,70,3.0,51.0,44.0,22.0,17.0,51.0,QB,1225537361266360320
103,11,0.0,0,0,0,0,1,1,0,0,0,0,0,9,9,0,10,18,31,21,17,32,70,3.0,51.0,44.0,22.0,17.0,51.0,QB,1225537361266360320
104,11,0.0,0,0,0,0,1,1,0,0,0,0,0,9,9,0,9,18,31,21,17,32,70,3.0,51.0,44.0,22.0,17.0,51.0,QB,1225537361266360320
105,11,0.0,0,0,0,0,1,1,0,0,0,0,0,9,9,0,8,18,31,21,17,32,70,2.0,51.0,44.0,22.0,17.0,51.0,TE,1225537361266360320
106,11,0.0,0,0,0,0,1,1,0,0,0,0,0,9,9,0,8,18,31,20,17,32,69,2.0,51.0,44.0,15.0,17.0,51.0,TE,1225537361266360320
107,11,0.0,0,0,0,0,1,1,0,0,0,0,0,9,9,0,8,18,31,19,17,32,68,2.0,51.0,44.0,13.0,17.0,51.0,QB,1225537361266360320
108,11,0.0,0,0,0,0,1,1,0,0,0,0,0,9,9,0,7,18,31,19,17,32,68,2.0,51.0,44.0,13.0,17.0,51.0,RB,1225537361266360320
109,11,0.0,0,0,0,0,1,1,0,0,0,0,0,9,9,0,7,17,31,19,17,32,67,2.0,51.0,44.0,13.0,17.0,51.0,RB,1225537361266360320
110,11,0.0,0,0,0,0,1,1,0,0,0,0,0,9,9,0,7,16,31,19,17,32,66,2.0,51.0,44.0,13.0,17.0,51.0,RB,1225537361266360320
111,12,0.0,0,0,0,0,1,1,0,0,0,0,0,9,9,0,7,15,31,19,17,32,65,2.0,51.0,44.0,13.0,17.0,51.0,WR,1225537361266360320
112,12,0.0,0,0,0,0,1,1,0,0,0,0,0,9,9,0,7,15,30,19,17,32,64,2.0,51.0,44.0,13.0,17.0,51.0,WR,1225537361266360320
113,12,0.0,0,0,0,0,1,1,0,0,0,0,0,9,9,0,7,15,29,19,17,32,63,2.0,51.0,44.0,13.0,17.0,51.0,QB,1225537361266360320
114,12,0.0,0,0,0,0,1,1,0,0,0,0,0,9,9,0,6,15,29,19,17,32,63,2.0,51.0,44.0,13.0,17.0,51.0,RB,1225537361266360320
115,12,0.0,0,0,0,0,1,1,0,0,0,0,0,9,9,0,6,14,29,19,17,32,62,2.0,51.0,44.0,13.0,17.0,51.0,WR,1225537361266360320
116,12,0.0,0,0,0,0,1,1,0,0,0,0,0,9,9,0,6,14,28,19,17,32,61,2.0,51.0,44.0,13.0,17.0,51.0,WR,1225537361266360320
117,12,0.0,0,0,0,0,1,1,0,0,0,0,0,9,9,0,6,14,27,19,17,32,60,2.0,51.0,44.0,13.0,17.0,51.0,RB,1225537361266360320
118,12,0.0,0,0,0,0,1,1,0,0,0,0,0,9,9,0,6,13,27,19,17,32,59,2.0,51.0,44.0,13.0,17.0,51.0,WR,1225537361266360320
119,12,0.0,0,0,0,0,1,1,0,0,0,0,0,9,9,0,6,13,26,19,17,32,58,2.0,51.0,44.0,13.0,17.0,51.0,WR,1225537361266360320
120,12,0.0,0,0,0,0,1,1,0,0,0,0,0,9,9,0,6,13,26,19,17,32,58,2.0,51.0,44.0,13.0,17.0,51.0,WR,1225537361266360320
121,13,0.0,0,0,0,0,1,1,0,0,0,0,0,9,9,0,6,13,25,19,17,32,57,2.0,51.0,44.0,13.0,17.0,51.0,WR,1225537361266360320
122,13,0.0,0,0,0,0,1,1,0,0,0,0,0,9,9,0,6,13,24,19,17,32,56,2.0,51.0,44.0,13.0,17.0,51.0,RB,1225537361266360320
123,13,0.0,0,0,0,0,1,1,0,0,0,0,0,9,9,0,6,13,24,19,17,32,56,2.0,51.0,44.0,13.0,17.0,51.0,RB,1225537361266360320
124,13,0.0,0,0,0,0,1,1,0,0,0,0,0,9,9,0,6,13,24,19,17,32,56,2.0,51.0,44.0,13.0,17.0,51.0,TE,1225537361266360320
125,13,0.0,0,0,0,0,1,1,0,0,0,0,0,9,9,0,6,13,24,18,17,32,55,2.0,51.0,44.0,13.0,17.0,51.0,QB,1225537361266360320
126,13,0.0,0,0,0,0,1,1,0,0,0,0,0,9,9,0,5,13,24,18,17,32,55,2.0,51.0,44.0,13.0,17.0,51.0,QB,1225537361266360320
127,13,0.0,0,0,0,0,1,1,0,0,0,0,0,9,9,0,4,13,24,18,17,32,55,2.0,51.0,44.0,13.0,17.0,51.0,TE,1225537361266360320
128,13,0.0,0,0,0,0,1,1,0,0,0,0,0,9,9,0,4,13,24,17,17,32,54,2.0,51.0,44.0,9.0,17.0,51.0,RB,1225537361266360320
129,13,0.0,0,0,0,0,1,1,0,0,0,0,0,9,9,0,4,12,24,17,17,32,53,2.0,51.0,44.0,9.0,17.0,51.0,TE,1225537361266360320
130,13,0.0,0,0,0,0,1,1,0,0,0,0,0,9,9,0,4,12,24,16,17,32,52,2.0,51.0,44.0,9.0,17.0,51.0,QB,1225537361266360320
131,14,0.0,0,0,0,0,1,1,0,0,0,0,0,9,9,0,3,12,24,16,17,32,52,2.0,51.0,44.0,9.0,17.0,51.0,K,1225537361266360320
132,14,0.0,0,0,0,0,1,1,0,0,0,0,0,8,9,0,3,12,24,16,17,32,52,2.0,51.0,44.0,9.0,17.0,51.0,K,1225537361266360320
133,14,0.0,0,0,0,0,1,1,0,0,0,0,0,7,9,0,3,12,24,16,16,32,52,2.0,51.0,44.0,9.0,17.0,51.0,K,1225537361266360320
134,14,0.0,0,0,0,0,1,1,0,0,0,0,0,6,9,0,3,12,24,16,15,32,52,2.0,51.0,44.0,9.0,17.0,51.0,K,1225537361266360320
135,14,0.0,0,0,0,0,1,1,0,0,0,0,0,5,9,0,3,12,24,16,15,32,52,2.0,51.0,44.0,9.0,17.0,51.0,K,1225537361266360320
136,14,0.0,0,0,0,0,1,1,0,0,0,0,0,4,9,0,3,12,24,16,14,32,52,2.0,51.0,44.0,9.0,17.0,51.0,K,1225537361266360320
137,14,0.0,0,0,0,0,1,1,0,0,0,0,0,3,9,0,3,12,24,16,13,32,52,2.0,51.0,44.0,9.0,17.0,51.0,K,1225537361266360320
138,14,0.0,0,0,0,0,1,1,0,0,0,0,0,2,9,0,3,12,24,16,12,32,52,2.0,51.0,44.0,9.0,17.0,51.0,K,1225537361266360320
139,14,0.0,0,0,0,0,1,1,0,0,0,0,0,1,9,0,3,12,24,16,11,32,52,2.0,51.0,44.0,9.0,17.0,51.0,K,1225537361266360320
140,14,0.0,0,0,0,0,1,1,0,0,0,0,0,0,9,0,3,12,24,16,10,32,52,2.0,51.0,44.0,9.0,17.0,51.0,K,1225537361266360320
141,15,0.0,0,0,0,0,0,1,0,0,0,0,0,0,9,0,3,12,24,16,9,32,52,2.0,51.0,44.0,9.0,17.0,51.0,DEF,1225537361266360320
142,15,0.0,0,0,0,0,0,1,0,0,0,0,0,0,9,0,3,12,24,16,9,32,52,2.0,51.0,44.0,9.0,17.0,51.0,DEF,1225537361266360320
143,15,0.0,0,0,0,0,0,1,0,0,0,0,0,0,9,0,3,12,24,16,9,32,52,2.0,51.0,44.0,9.0,17.0,51.0,DEF,1225537361266360320
144,15,0.0,0,0,0,0,0,1,0,0,0,0,0,0,9,0,3,12,24,16,9,32,52,2.0,51.0,44.0,9.0,17.0,51.0,DEF,1225537361266360320
145,15,0.0,0,0,0,0,0,1,0,0,0,0,0,0,9,0,3,12,24,16,9,32,52,2.0,51.0,44.0,9.0,17.0,51.0,DEF,1225537361266360320
146,15,0.0,0,0,0,0,0,1,0,0,0,0,0,0,9,0,3,12,24,16,9,32,52,2.0,51.0,44.0,9.0,17.0,51.0,DEF,1225537361266360320
147,15,0.0,0,0,0,0,0,1,0,0,0,0,0,0,9,0,3,12,24,16,9,32,52,2.0,51.0,44.0,9.0,17.0,51.0,DEF,1225537361266360320
148,15,0.0,0,0,0,0,0,1,0,0,0,0,0,0,9,0,3,12,24,16,9,32,52,2.0,51.0,44.0,9.0,17.0,51.0,DEF,1225537361266360320
149,15,0.0,0,0,0,0,0,1,0,0,0,0,0,0,9,0,3,12,24,16,9,32,52,2.0,51.0,44.0,9.0,17.0,51.0,DEF,1225537361266360320
150,15,0.0,0,0,0,0,0,1,0,0,0,0,0,0,9,0,3,12,24,16,9,32,52,2.0,51.0,44.0,9.0,17.0,51.0,DEF,1225537361266360320
1,1,0.0,1,2,2,1,1,1,2,9,18,18,9,9,9,18,22,48,71,32,17,32,151,69.0,164.0,125.0,68.0,17.0,164.0,RB,1226238212440068096
2,1,0.0,1,2,2,1,1,1,2,9,17,18,9,9,9,18,22,47,71,32,17,32,150,69.0,154.0,125.0,68.0,17.0,154.0,WR,1226238212440068096
3,1,0.0,1,2,2,1,1,1,2,9,17,17,9,9,9,18,22,47,70,32,17,32,149,69.0,154.0,116.0,68.0,17.0,154.0,RB,1226238212440068096
4,1,0.0,1,2,2,1,1,1,2,9,16,17,9,9,9,18,22,46,70,32,17,32,148,69.0,154.0,116.0,68.0,17.0,154.0,WR,1226238212440068096
5,1,0.0,1,2,2,1,1,1,2,9,16,16,9,9,9,18,22,46,69,32,17,32,147,69.0,154.0,116.0,68.0,17.0,154.0,WR,1226238212440068096
6,1,0.0,1,2,2,1,1,1,2,9,16,15,9,9,9,18,22,46,68,32,17,32,146,69.0,154.0,106.0,68.0,17.0,154.0,WR,1226238212440068096
7,1,0.0,1,2,2,1,1,1,2,9,16,14,9,9,9,18,22,46,67,32,17,32,145,69.0,154.0,106.0,68.0,17.0,154.0,WR,1226238212440068096
8,1,0.0,1,2,2,1,1,1,2,9,16,13,9,9,9,18,22,46,66,32,17,32,144,69.0,154.0,106.0,68.0,17.0,154.0,WR,1226238212440068096
9,1,0.0,1,2,2,1,1,1,2,9,16,12,9,9,9,18,22,46,65,32,17,32,143,69.0,154.0,106.0,68.0,17.0,154.0,RB,1226238212440068096
10,1,0.0,1,2,2,1,1,1,2,9,15,12,9,9,9,18,22,45,65,32,17,32,142,69.0,154.0,106.0,68.0,17.0,154.0,WR,1226238212440068096
11,2,0.0,1,2,1,1,1,1,2,9,15,12,9,9,9,18,22,45,64,32,17,32,141,69.0,154.0,96.0,68.0,17.0,154.0,WR,1226238212440068096
12,2,0.0,1,1,2,1,1,1,2,9,16,10,9,9,9,18,22,45,63,32,17,32,140,69.0,154.0,96.0,68.0,17.0,154.0,TE,1226238212440068096
13,2,0.0,1,2,1,1,1,1,2,9,15,11,8,9,9,18,22,45,63,31,17,32,139,69.0,154.0,96.0,68.0,17.0,154.0,RB,1226238212440068096
14,2,0.0,1,2,1,1,1,1,2,9,14,11,8,9,9,18,22,44,63,31,17,32,138,69.0,154.0,96.0,68.0,17.0,154.0,RB,1226238212440068096
15,2,0.0,1,2,1,1,1,1,2,9,13,11,8,9,9,18,22,43,63,31,17,32,137,69.0,127.0,96.0,68.0,17.0,127.0,WR,1226238212440068096
16,2,0.0,1,2,1,1,1,1,2,9,13,10,8,9,9,18,22,43,62,31,17,32,136,69.0,127.0,96.0,68.0,17.0,127.0,WR,1226238212440068096
17,2,0.0,1,2,1,1,1,1,2,9,13,9,8,9,9,18,22,43,62,31,17,32,136,69.0,127.0,96.0,68.0,17.0,127.0,TE,1226238212440068096
18,2,0.0,1,1,2,1,1,1,2,9,14,8,7,9,9,18,22,43,62,30,17,32,135,69.0,127.0,96.0,67.0,17.0,127.0,WR,1226238212440068096
19,2,0.0,1,2,1,1,1,1,2,9,13,8,7,9,9,18,22,43,61,30,17,32,134,69.0,127.0,89.0,67.0,17.0,127.0,QB,1226238212440068096
20,2,0.0,1,1,2,1,1,1,2,8,14,7,7,9,9,18,21,43,61,30,17,32,134,69.0,127.0,89.0,67.0,17.0,127.0,QB,1226238212440068096
21,3,0.0,0,1,2,1,1,1,2,8,14,7,7,9,9,18,20,43,61,30,17,32,134,69.0,127.0,89.0,67.0,17.0,127.0,WR,1226238212440068096
22,3,0.0,0,2,1,1,1,1,2,8,13,7,7,9,9,18,20,43,60,30,17,32,133,69.0,127.0,89.0,67.0,17.0,127.0,RB,1226238212440068096
23,3,0.0,1,1,1,1,1,1,2,7,13,7,7,9,9,18,20,42,60,30,17,32,132,69.0,127.0,89.0,67.0,17.0,127.0,WR,1226238212440068096
24,3,0.0,1,2,1,0,1,1,2,7,12,6,8,9,9,18,20,42,59,30,17,32,131,69.0,127.0,89.0,67.0,17.0,127.0,RB,1226238212440068096
